Date,"Volatility of Returns (Session:US Close 15-17 ET, Interval:1h, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2023-05-09,2.0,-0.30290259042193773,-0.30290259042193773
2023-05-15,1.75,-0.44467242250423455,-0.44467242250423455
2023-05-16,2.75,0.12240690582495274,0.12240690582495274
2023-05-17,1.75,-0.44467242250423455,-0.44467242250423455
2023-05-18,2.25,-0.1611327583396409,-0.1611327583396409
2023-05-19,3.25,0.40594656998954637,0.40594656998954637
2023-05-22,1.5,-0.5864422545865314,-0.5864422545865314
2023-05-23,2.25,-0.1611327583396409,-0.1611327583396409
2023-05-24,4.0,0.8312560662364369,0.8312560662364369
2023-05-30,2.75,0.12240690582495274,0.12240690582495274
2023-05-31,4.25,0.9730258983187337,0.9730258983187337
2023-06-01,1.75,-0.44467242250423455,-0.44467242250423455
2023-06-05,1.75,-0.44467242250423455,-0.44467242250423455
2023-06-06,4.5,1.1147957304010305,1.1147957304010305
2023-06-07,2.75,0.12240690582495274,0.12240690582495274
2023-06-08,2.25,-0.1611327583396409,-0.1611327583396409
2023-06-09,1.75,-0.44467242250423455,-0.44467242250423455
2023-06-15,2.0,-0.30290259042193773,-0.30290259042193773
2023-06-20,2.5,-0.019362926257344083,-0.019362926257344083
2023-06-21,2.0,-0.30290259042193773,-0.30290259042193773
2023-06-22,1.5,-0.5864422545865314,-0.5864422545865314
2023-06-23,1.25,-0.7282120866688282,-0.7282120866688282
2023-06-26,1.5,-0.5864422545865314,-0.5864422545865314
2023-06-27,1.5,-0.5864422545865314,-0.5864422545865314
2023-06-28,1.25,-0.7282120866688282,-0.7282120866688282
2023-07-05,2.25,-0.1611327583396409,-0.1611327583396409
2023-07-06,3.25,0.40594656998954637,0.40594656998954637
2023-07-11,1.75,-0.44467242250423455,-0.44467242250423455
2023-07-17,2.0,-0.30290259042193773,-0.30290259042193773
2023-07-18,2.0,-0.30290259042193773,-0.30290259042193773
2023-07-19,1.75,-0.44467242250423455,-0.44467242250423455
2023-07-20,2.25,-0.1611327583396409,-0.1611327583396409
2023-07-21,1.25,-0.7282120866688282,-0.7282120866688282
2023-07-24,3.5,0.5477164020718432,0.5477164020718432
2023-07-25,4.75,1.2565655624833274,1.2565655624833274
2023-07-26,4.0,0.8312560662364369,0.8312560662364369
2023-07-31,3.0,0.26417673790724955,0.26417673790724955
2023-08-01,3.5,0.5477164020718432,0.5477164020718432
2023-08-02,2.25,-0.1611327583396409,-0.1611327583396409
2023-08-03,2.25,-0.1611327583396409,-0.1611327583396409
2023-08-07,3.5,0.5477164020718432,0.5477164020718432
2023-08-08,1.5,-0.5864422545865314,-0.5864422545865314
2023-08-09,2.0,-0.30290259042193773,-0.30290259042193773
2023-08-15,1.75,-0.44467242250423455,-0.44467242250423455
2023-08-16,2.75,0.12240690582495274,0.12240690582495274
2023-08-17,3.5,0.5477164020718432,0.5477164020718432
2023-08-18,2.0,-0.30290259042193773,-0.30290259042193773
2023-08-21,1.5,-0.5864422545865314,-0.5864422545865314
2023-08-22,1.25,-0.7282120866688282,-0.7282120866688282
2023-08-23,2.0,-0.30290259042193773,-0.30290259042193773
2023-08-24,2.25,-0.1611327583396409,-0.1611327583396409
2023-08-28,1.5,-0.5864422545865314,-0.5864422545865314
2023-08-29,2.0,-0.30290259042193773,-0.30290259042193773
2023-09-05,8.5,3.38311304371778,3.38311304371778
2023-09-06,8.0,3.099573379553186,3.099573379553186
2023-09-08,7.25,2.6742638833062955,2.6742638833062955
2023-09-12,7.5,2.8160337153885924,2.8160337153885924
2023-09-18,2.0,-0.30290259042193773,-0.30290259042193773
2023-09-19,1.25,-0.7282120866688282,-0.7282120866688282
2023-09-20,8.0,3.099573379553186,3.099573379553186
2023-09-21,2.0,-0.30290259042193773,-0.30290259042193773
2023-09-22,1.75,-0.44467242250423455,-0.44467242250423455
2023-09-25,2.0,-0.30290259042193773,-0.30290259042193773
2023-09-26,2.75,0.12240690582495274,0.12240690582495274
2023-09-27,2.75,0.12240690582495274,0.12240690582495274
2023-10-02,1.75,-0.44467242250423455,-0.44467242250423455
2023-10-03,2.25,-0.1611327583396409,-0.1611327583396409
2023-10-04,2.0,-0.30290259042193773,-0.30290259042193773
2023-10-05,2.0,-0.30290259042193773,-0.30290259042193773
2023-10-09,2.0,-0.30290259042193773,-0.30290259042193773
2023-10-16,1.25,-0.7282120866688282,-0.7282120866688282
2023-10-17,2.25,-0.1611327583396409,-0.1611327583396409
2023-10-18,1.75,-0.44467242250423455,-0.44467242250423455
2023-10-19,2.0,-0.30290259042193773,-0.30290259042193773
2023-10-20,2.25,-0.1611327583396409,-0.1611327583396409
2023-10-23,2.5,-0.019362926257344083,-0.019362926257344083
2023-10-24,2.75,0.12240690582495274,0.12240690582495274
2023-10-25,3.0,0.26417673790724955,0.26417673790724955
2023-10-30,4.0,0.8312560662364369,0.8312560662364369
2023-10-31,5.5,1.6818750587302178,1.6818750587302178
2023-11-01,5.75,1.8236448908125147,1.8236448908125147
2023-11-02,1.75,-0.44467242250423455,-0.44467242250423455
2023-11-06,2.5,-0.019362926257344083,-0.019362926257344083
2023-11-07,2.0,-0.30290259042193773,-0.30290259042193773
2023-11-08,2.75,0.12240690582495274,0.12240690582495274
2023-11-09,2.75,0.12240690582495274,0.12240690582495274
2023-11-16,2.75,0.12240690582495274,0.12240690582495274
2023-11-17,1.5,-0.5864422545865314,-0.5864422545865314
2023-11-20,1.25,-0.7282120866688282,-0.7282120866688282
2023-11-21,2.25,-0.1611327583396409,-0.1611327583396409
2023-11-27,1.25,-0.7282120866688282,-0.7282120866688282
2023-12-01,4.0,0.8312560662364369,0.8312560662364369
2023-12-04,4.25,0.9730258983187337,0.9730258983187337
2023-12-05,2.0,-0.30290259042193773,-0.30290259042193773
2023-12-06,3.0,0.26417673790724955,0.26417673790724955
2023-12-07,3.0,0.26417673790724955,0.26417673790724955
2023-12-14,3.25,0.40594656998954637,0.40594656998954637
2023-12-15,2.25,-0.1611327583396409,-0.1611327583396409
2023-12-18,3.0,0.26417673790724955,0.26417673790724955
2023-12-19,1.25,-0.7282120866688282,-0.7282120866688282
2023-12-20,3.5,0.5477164020718432,0.5477164020718432
2023-12-26,2.0,-0.30290259042193773,-0.30290259042193773
2023-12-27,1.5,-0.5864422545865314,-0.5864422545865314
2023-12-28,1.5,-0.5864422545865314,-0.5864422545865314
2023-12-29,1.75,-0.44467242250423455,-0.44467242250423455
2024-01-02,2.0,-0.30290259042193773,-0.30290259042193773
2024-01-03,2.25,-0.1611327583396409,-0.1611327583396409
2024-01-04,1.25,-0.7282120866688282,-0.7282120866688282
2024-01-09,1.25,-0.7282120866688282,-0.7282120866688282
2024-01-10,1.75,-0.44467242250423455,-0.44467242250423455
2024-01-16,2.0,-0.30290259042193773,-0.30290259042193773
2024-01-17,1.5,-0.5864422545865314,-0.5864422545865314
2024-01-18,1.75,-0.44467242250423455,-0.44467242250423455
2024-01-22,2.0,-0.30290259042193773,-0.30290259042193773
2024-01-23,1.5,-0.5864422545865314,-0.5864422545865314
2024-01-24,1.25,-0.7282120866688282,-0.7282120866688282
2024-01-29,3.5,0.5477164020718432,0.5477164020718432
2024-01-30,3.75,0.68948623415414,0.68948623415414
2024-01-31,10.0,4.233732036211561,4.233732036211561
2024-02-01,2.75,0.12240690582495274,0.12240690582495274
2024-02-05,1.25,-0.7282120866688282,-0.7282120866688282
2024-02-06,2.25,-0.1611327583396409,-0.1611327583396409
2024-02-07,2.25,-0.1611327583396409,-0.1611327583396409
2024-02-08,2.25,-0.1611327583396409,-0.1611327583396409
2024-02-15,1.25,-0.7282120866688282,-0.7282120866688282
2024-02-20,1.0,-0.8699819187511251,-0.8699819187511251
2024-02-21,1.5,-0.5864422545865314,-0.5864422545865314
2024-02-22,1.5,-0.5864422545865314,-0.5864422545865314
2024-02-23,1.75,-0.44467242250423455,-0.44467242250423455
2024-02-26,2.5,-0.019362926257344083,-0.019362926257344083
2024-02-27,1.25,-0.7282120866688282,-0.7282120866688282
2024-03-04,1.5,-0.5864422545865314,-0.5864422545865314
2024-03-06,0.75,-1.011751750833422,-1.011751750833422
2024-03-07,1.75,-0.44467242250423455,-0.44467242250423455
2024-03-13,1.0,-0.8699819187511251,-0.8699819187511251
2024-03-18,2.0,-0.30290259042193773,-0.30290259042193773
2024-03-19,1.5,-0.5864422545865314,-0.5864422545865314
2024-03-20,2.25,-0.1611327583396409,-0.1611327583396409
2024-03-21,1.5,-0.5864422545865314,-0.5864422545865314
2024-03-22,1.0,-0.8699819187511251,-0.8699819187511251
2024-03-25,1.0,-0.8699819187511251,-0.8699819187511251
2024-03-26,1.25,-0.7282120866688282,-0.7282120866688282
2024-03-27,1.0,-0.8699819187511251,-0.8699819187511251
2024-04-01,2.0,-0.30290259042193773,-0.30290259042193773
2024-04-02,1.75,-0.44467242250423455,-0.44467242250423455
2024-04-03,1.25,-0.7282120866688282,-0.7282120866688282
2024-04-04,3.0,0.26417673790724955,0.26417673790724955
2024-04-09,2.0,-0.30290259042193773,-0.30290259042193773
2024-04-15,3.25,0.40594656998954637,0.40594656998954637
2024-04-16,2.0,-0.30290259042193773,-0.30290259042193773
2024-04-17,1.75,-0.44467242250423455,-0.44467242250423455
2024-04-18,1.5,-0.5864422545865314,-0.5864422545865314
2024-04-19,1.75,-0.44467242250423455,-0.44467242250423455
2024-04-22,1.5,-0.5864422545865314,-0.5864422545865314
2024-04-23,1.5,-0.5864422545865314,-0.5864422545865314
2024-04-24,1.5,-0.5864422545865314,-0.5864422545865314
2024-04-29,2.75,0.12240690582495274,0.12240690582495274
2024-04-30,1.75,-0.44467242250423455,-0.44467242250423455
2024-05-01,5.25,1.540105226647921,1.540105226647921
2024-05-02,2.25,-0.1611327583396409,-0.1611327583396409
2024-05-06,1.25,-0.7282120866688282,-0.7282120866688282
2024-05-07,1.5,-0.5864422545865314,-0.5864422545865314
2024-05-08,1.5,-0.5864422545865314,-0.5864422545865314
2024-05-09,1.5,-0.5864422545865314,-0.5864422545865314
2024-05-16,1.0,-0.8699819187511251,-0.8699819187511251
2024-05-17,0.5040283203122726,-1.1512372057387403,-1.1512372057387403
2024-05-20,1.75,-0.44467242250423455,-0.44467242250423455
2024-05-21,1.25,-0.7282120866688282,-0.7282120866688282
2024-05-22,1.25,-0.7282120866688282,-0.7282120866688282
2024-05-23,0.5,-1.1535215829157186,-1.1535215829157186
2024-05-28,2.0,-0.30290259042193773,-0.30290259042193773
2024-05-29,1.5,-0.5864422545865314,-0.5864422545865314
2024-06-03,2.0,-0.30290259042193773,-0.30290259042193773
2024-06-04,1.75,-0.44467242250423455,-0.44467242250423455
2024-06-05,2.0,-0.30290259042193773,-0.30290259042193773
2024-06-06,1.75,-0.44467242250423455,-0.44467242250423455
2024-06-11,1.5,-0.5864422545865314,-0.5864422545865314
2024-06-17,1.5,-0.5864422545865314,-0.5864422545865314
2024-06-18,1.5,-0.5864422545865314,-0.5864422545865314
2024-06-20,1.0,-0.8699819187511251,-0.8699819187511251
2024-06-21,1.0,-0.8699819187511251,-0.8699819187511251
2024-06-24,3.25,0.40594656998954637,0.40594656998954637
2024-06-25,2.75,0.12240690582495274,0.12240690582495274
2024-06-26,2.0,-0.30290259042193773,-0.30290259042193773
2024-07-01,2.0,-0.30290259042193773,-0.30290259042193773
2024-07-02,1.75,-0.44467242250423455,-0.44467242250423455
2024-07-09,1.0,-0.8699819187511251,-0.8699819187511251
2024-07-10,0.75,-1.011751750833422,-1.011751750833422
2024-07-15,1.5,-0.5864422545865314,-0.5864422545865314
2024-07-16,1.5,-0.5864422545865314,-0.5864422545865314
2024-07-17,1.5,-0.5864422545865314,-0.5864422545865314
2024-07-18,2.0,-0.30290259042193773,-0.30290259042193773
2024-07-19,1.0,-0.8699819187511251,-0.8699819187511251
2024-07-22,1.0,-0.8699819187511251,-0.8699819187511251
2024-07-23,2.0,-0.30290259042193773,-0.30290259042193773
2024-07-24,2.0,-0.30290259042193773,-0.30290259042193773
2024-07-29,1.75,-0.44467242250423455,-0.44467242250423455
2024-07-30,1.0,-0.8699819187511251,-0.8699819187511251
2024-07-31,8.75,3.5248828758000763,3.5248828758000763
2024-08-01,3.0,0.26417673790724955,0.26417673790724955
2024-08-05,4.25,0.9730258983187337,0.9730258983187337
2024-08-06,2.75,0.12240690582495274,0.12240690582495274
2024-08-07,4.75,1.2565655624833274,1.2565655624833274
2024-08-08,1.25,-0.7282120866688282,-0.7282120866688282
2024-08-09,1.5,-0.5864422545865314,-0.5864422545865314
2024-08-15,1.5,-0.5864422545865314,-0.5864422545865314
2024-08-19,1.5,-0.5864422545865314,-0.5864422545865314
2024-08-20,1.5,-0.5864422545865314,-0.5864422545865314
2024-08-22,1.75,-0.44467242250423455,-0.44467242250423455
2024-08-23,1.75,-0.44467242250423455,-0.44467242250423455
2024-08-26,0.75,-1.011751750833422,-1.011751750833422
2024-08-27,2.25,-0.1611327583396409,-0.1611327583396409
2024-08-28,10.25,4.375501868293857,4.375501868293857
2024-09-03,2.0,-0.30290259042193773,-0.30290259042193773
2024-09-04,2.0,-0.30290259042193773,-0.30290259042193773
2024-09-05,1.25,-0.7282120866688282,-0.7282120866688282
2024-09-10,1.75,-0.44467242250423455,-0.44467242250423455
2024-09-16,1.5,-0.5864422545865314,-0.5864422545865314
2024-09-17,1.75,-0.44467242250423455,-0.44467242250423455
2024-09-18,4.5,1.1147957304010305,1.1147957304010305
2024-09-19,3.0,0.26417673790724955,0.26417673790724955
2024-09-20,2.75,0.12240690582495274,0.12240690582495274
2024-09-23,1.5,-0.5864422545865314,-0.5864422545865314
2024-09-24,1.75,-0.44467242250423455,-0.44467242250423455
2024-09-25,1.5,-0.5864422545865314,-0.5864422545865314
2024-09-30,3.25,0.40594656998954637,0.40594656998954637
2024-10-01,2.0,-0.30290259042193773,-0.30290259042193773
2024-10-02,1.25,-0.7282120866688282,-0.7282120866688282
2024-10-03,1.5,-0.5864422545865314,-0.5864422545865314
2024-10-07,1.25,-0.7282120866688282,-0.7282120866688282
2024-10-08,2.25,-0.1611327583396409,-0.1611327583396409
2024-10-09,2.25,-0.1611327583396409,-0.1611327583396409
2024-10-14,1.0,-0.8699819187511251,-0.8699819187511251
2024-10-16,1.0,-0.8699819187511251,-0.8699819187511251
2024-10-17,1.5,-0.5864422545865314,-0.5864422545865314
2024-10-18,1.25,-0.7282120866688282,-0.7282120866688282
2024-10-21,2.0,-0.30290259042193773,-0.30290259042193773
2024-10-22,1.25,-0.7282120866688282,-0.7282120866688282
2024-10-23,2.0,-0.30290259042193773,-0.30290259042193773
2024-10-24,2.0,-0.30290259042193773,-0.30290259042193773
2024-10-28,2.0,-0.30290259042193773,-0.30290259042193773
2024-10-29,3.25,0.40594656998954637,0.40594656998954637
2024-11-04,3.75,0.68948623415414,0.68948623415414
2024-11-05,2.5,-0.019362926257344083,-0.019362926257344083
2024-11-06,2.75,0.12240690582495274,0.12240690582495274
2024-11-07,3.75,0.68948623415414,0.68948623415414
2024-11-11,2.25,-0.1611327583396409,-0.1611327583396409
2024-11-15,2.25,-0.1611327583396409,-0.1611327583396409
2024-11-18,1.75,-0.44467242250423455,-0.44467242250423455
2024-11-19,2.25,-0.1611327583396409,-0.1611327583396409
2024-11-20,1.5,-0.5864422545865314,-0.5864422545865314
2024-11-21,1.5,-0.5864422545865314,-0.5864422545865314
2024-11-25,1.5,-0.5864422545865314,-0.5864422545865314
2024-11-26,2.0,-0.30290259042193773,-0.30290259042193773
2024-12-03,4.25,0.9730258983187337,0.9730258983187337
2024-12-04,3.25,0.40594656998954637,0.40594656998954637
2024-12-05,3.5,0.5477164020718432,0.5477164020718432
2024-12-10,2.75,0.12240690582495274,0.12240690582495274
2024-12-13,1.5,-0.5864422545865314,-0.5864422545865314
2024-12-16,1.5,-0.5864422545865314,-0.5864422545865314
2024-12-17,2.25,-0.1611327583396409,-0.1611327583396409
2024-12-18,4.75,1.2565655624833274,1.2565655624833274
2024-12-23,1.75,-0.44467242250423455,-0.44467242250423455
2024-12-26,1.25,-0.7282120866688282,-0.7282120866688282
2024-12-27,1.5,-0.5864422545865314,-0.5864422545865314
2024-12-30,2.0,-0.30290259042193773,-0.30290259042193773
2024-12-31,1.25,-0.7282120866688282,-0.7282120866688282
2025-01-02,1.75,-0.44467242250423455,-0.44467242250423455
2025-01-03,1.0,-0.8699819187511251,-0.8699819187511251
2025-01-06,3.0,0.26417673790724955,0.26417673790724955
2025-01-07,1.75,-0.44467242250423455,-0.44467242250423455
2025-01-08,3.5,0.5477164020718432,0.5477164020718432
2025-01-10,2.25,-0.1611327583396409,-0.1611327583396409
2025-01-13,2.25,-0.1611327583396409,-0.1611327583396409
2025-01-14,1.25,-0.7282120866688282,-0.7282120866688282
2025-01-15,1.5,-0.5864422545865314,-0.5864422545865314
2025-01-16,1.75,-0.44467242250423455,-0.44467242250423455
2025-01-17,3.0040283203122726,0.26646111508422793,0.26646111508422793
2025-01-21,2.0,-0.30290259042193773,-0.30290259042193773
2025-01-22,2.75,0.12240690582495274,0.12240690582495274
2025-01-23,1.5,-0.5864422545865314,-0.5864422545865314
2025-01-24,1.25,-0.7282120866688282,-0.7282120866688282
2025-01-27,1.75,-0.44467242250423455,-0.44467242250423455
2025-01-28,2.5,-0.019362926257344083,-0.019362926257344083
2025-01-29,3.25,0.40594656998954637,0.40594656998954637
2025-01-30,2.5,-0.019362926257344083,-0.019362926257344083
2025-01-31,4.5,1.1147957304010305,1.1147957304010305
2025-02-03,3.75,0.68948623415414,0.68948623415414
2025-02-04,1.75,-0.44467242250423455,-0.44467242250423455
2025-02-05,1.75,-0.44467242250423455,-0.44467242250423455
2025-02-06,1.0,-0.8699819187511251,-0.8699819187511251
2025-02-07,2.0,-0.30290259042193773,-0.30290259042193773
2025-02-10,2.0,-0.30290259042193773,-0.30290259042193773
2025-02-11,0.75,-1.011751750833422,-1.011751750833422
2025-02-12,1.5,-0.5864422545865314,-0.5864422545865314
